d,A* h1,d,A* random heuristic,,d,A* h2,,,,,,,,
12,195,12,386,,12,92,,,,,,,,
12,191,12,125,,12,76,,,,,,,,
12,200,12,73,,12,53,,,,,,,,
12,162,12,184,,12,44,,,,,,,,
12,182,12,211,,12,160,,,,,,,,
12,195,12,174,,12,59,,,,,,,,
12,169,12,357,,12,49,,,,,,,,
12,164,12,306,,12,94,,,,,,,,
12,187,12,442,,12,159,,,,,,,,
12,112,12,334,,12,37,,,,,,,,
12,180,12,147,,12,88,,,,,,,,
12,168,12,186,,12,63,,,,,,,,
12,139,12,352,,12,49,,,,,,,,
12,160,12,210,,12,38,,,,,,,,
12,179,12,205,,12,114,,,,,,,,
12,211,12,269,,12,98,,,,,,,,
12,186,12,73,,12,34,,,,,,,,
12,170,12,182,,12,107,,,,,,,,
12,170,12,261,,12,41,,,,,,,,
12,123,12,146,,12,60,,,,,,,,
12,101,12,178,,12,55,,,,,,,,
12,182,12,295,,12,44,,,,,,,,
12,138,12,320,,12,69,,,,,,,,
12,102,12,202,,12,52,,,,,,,,
12,188,12,273,,12,73,,,,,,,,
12,140,12,262,,12,67,,,,,,,,
12,112,12,312,,12,63,,,,,,,,
12,227,12,73,,12,135,,,,,,,,
12,173,12,380,,12,107,,,,,,,,
12,184,12,173,,12,41,,,,,,,,
12,78,12,119,,12,33,,,,,,,,
12,103,12,158,,12,68,,,,,,,,
12,149,12,305,,12,49,,,,,,,,
12,123,12,146,,12,60,,,,,,,,
12,105,12,279,,12,60,,,,,,,,
12,188,12,234,,12,67,,,,,,,,
12,169,12,365,,12,100,,,,,,,,
12,169,12,179,,12,92,,,,,,,,
12,143,12,142,,12,66,,,,,,,,
12,176,12,183,,12,78,,,,,,,,
12,133,12,138,,12,43,,,,,,,,
12,117,12,300,,12,51,,,,,,,,
12,164,12,365,,12,55,,,,,,,,
12,164,12,168,,12,105,,,,,,,,
12,97,12,170,,12,53,,,,,,,,
12,155,12,158,,12,63,,,,,,,,
12,158,12,158,,12,58,,,,,,,,
14,444,14,113,,14,201,,,,,,,,
14,407,14,552,,14,104,,,,,,,,
14,359,16,615,,14,58,,,,,,,,
14,326,14,381,,14,94,,,,,,,,
14,380,14,498,,14,55,,,,,,,,
14,423,14,599,,14,117,,,,,,,,
14,392,14,532,,14,117,,,,,,,,
14,350,16,976,,14,175,,,,,,,,
14,450,14,592,,14,183,,,,,,,,
14,446,14,597,,14,138,,,,,,,,
14,364,14,333,,14,109,,,,,,,,
14,364,14,869,,14,203,,,,,,,,
14,319,14,324,,14,150,,,,,,,,
14,423,14,671,,14,79,,,,,,,,
14,257,14,463,,14,51,,,,,,,,
14,401,14,661,,14,63,,,,,,,,
14,332,14,612,,14,55,,,,,,,,
14,463,14,1292,,14,366,,,,,,,,
14,392,14,711,,14,224,,,,,,,,
14,355,14,318,,14,202,,,,,,,,
14,367,14,464,,14,156,,,,,,,,
14,346,14,420,,14,64,,,,,,,,
14,355,14,945,,14,134,,,,,,,,
14,423,14,599,,14,117,,,,,,,,
14,422,14,686,,14,149,,,,,,,,
14,445,14,836,,14,307,,,,,,,,
14,401,14,969,,14,162,,,,,,,,
14,374,14,625,,14,120,,,,,,,,
14,282,14,491,,14,102,,,,,,,,
14,352,14,272,,14,179,,,,,,,,
14,392,16,1754,,14,217,,,,,,,,
14,535,14,881,,14,318,,,,,,,,
14,436,14,516,,14,186,,,,,,,,
14,418,16,1507,,14,121,,,,,,,,
14,268,14,160,,14,41,,,,,,,,
14,548,14,1017,,14,223,,,,,,,,
14,357,14,391,,14,55,,,,,,,,
14,393,16,945,,16,282,,,,,,,,
14,393,14,772,,14,104,,,,,,,,
14,396,14,342,,14,130,,,,,,,,
14,446,14,597,,14,138,,,,,,,,
14,382,14,454,,14,218,,,,,,,,
14,348,14,757,,14,68,,,,,,,,
14,463,14,1292,,14,366,,,,,,,,
14,441,14,362,,14,138,,,,,,,,
14,348,14,330,,14,123,,,,,,,,
14,338,14,397,,14,115,,,,,,,,
14,382,14,1095,,14,220,,,,,,,,
14,362,14,536,,14,51,,,,,,,,
14,330,14,342,,14,78,,,,,,,,
14,516,14,912,,14,233,,,,,,,,
14,322,14,286,,14,77,,,,,,,,
14,252,14,634,,14,77,,,,,,,,
14,354,14,769,,14,62,,,,,,,,
14,445,14,805,,14,206,,,,,,,,
14,368,14,363,,14,168,,,,,,,,
14,355,14,362,,14,172,,,,,,,,
14,336,14,519,,14,120,,,,,,,,
14,394,14,982,,14,57,,,,,,,,
14,299,14,327,,14,41,,,,,,,,
14,369,14,1168,,14,236,,,,,,,,
14,455,14,573,,14,328,,,,,,,,
14,369,14,581,,14,102,,,,,,,,
14,348,14,483,,14,50,,,,,,,,
14,350,14,389,,14,114,,,,,,,,
14,380,14,380,,14,173,,,,,,,,
14,381,14,412,,14,68,,,,,,,,
14,280,14,386,,14,81,,,,,,,,
14,331,14,417,,14,73,,,,,,,,
14,303,14,387,,14,45,,,,,,,,
14,360,14,424,,14,82,,,,,,,,
14,344,14,265,,14,203,,,,,,,,
14,371,14,710,,14,188,,,,,,,,
14,345,14,645,,14,107,,,,,,,,
14,399,14,348,,14,59,,,,,,,,
14,381,14,385,,14,199,,,,,,,,
14,404,14,462,,14,178,,,,,,,,
14,362,14,473,,14,131,,,,,,,,
14,274,14,259,,14,54,,,,,,,,
14,509,14,668,,14,342,,,,,,,,
14,382,14,284,,14,139,,,,,,,,
14,399,14,695,,14,56,,,,,,,,
14,365,14,490,,14,157,,,,,,,,
14,358,14,345,,14,138,,,,,,,,
14,284,14,315,,14,54,,,,,,,,
14,373,14,626,,14,129,,,,,,,,
14,405,14,586,,14,198,,,,,,,,
14,343,14,1189,,14,249,,,,,,,,
14,403,14,546,,14,167,,,,,,,,
14,546,14,947,,14,344,,,,,,,,
14,402,14,542,,14,89,,,,,,,,
14,392,14,532,,14,117,,,,,,,,
14,355,14,309,,14,179,,,,,,,,
14,365,14,799,,14,322,,,,,,,,
14,476,14,744,,14,233,,,,,,,,
14,388,14,552,,14,206,,,,,,,,
14,322,14,240,,14,54,,,,,,,,
14,236,14,350,,14,44,,,,,,,,
14,437,14,662,,14,165,,,,,,,,
14,360,14,900,,14,151,,,,,,,,
16,712,16,2105,,16,323,,,,,,,,
16,900,16,836,,16,515,,,,,,,,
16,916,16,3730,,16,349,,,,,,,,
16,831,16,1124,,16,319,,,,,,,,
16,1169,16,818,,16,390,,,,,,,,
16,850,16,764,,16,366,,,,,,,,
16,906,16,979,,16,160,,,,,,,,
16,780,16,1057,,16,225,,,,,,,,
16,773,16,1702,,16,355,,,,,,,,
16,954,16,848,,16,656,,,,,,,,
16,1108,16,1441,,16,227,,,,,,,,
16,933,18,4355,,16,211,,,,,,,,
16,775,16,837,,16,110,,,,,,,,
16,988,16,937,,16,335,,,,,,,,
16,755,16,1658,,16,106,,,,,,,,
16,763,16,965,,16,65,,,,,,,,
16,781,16,1610,,16,324,,,,,,,,
16,1176,16,961,,16,525,,,,,,,,
16,718,16,438,,16,147,,,,,,,,
16,862,18,2199,,16,211,,,,,,,,
16,899,16,1837,,16,186,,,,,,,,
16,1198,16,2560,,16,282,,,,,,,,
16,840,16,1885,,16,351,,,,,,,,
16,920,16,769,,16,289,,,,,,,,
16,696,16,519,,16,76,,,,,,,,
16,788,18,2213,,16,182,,,,,,,,
16,736,16,1937,,16,213,,,,,,,,
16,874,16,3292,,16,268,,,,,,,,
16,965,16,1262,,16,322,,,,,,,,
16,1003,18,3223,,16,211,,,,,,,,
16,932,16,2377,,16,717,,,,,,,,
16,958,16,785,,16,311,,,,,,,,
16,767,16,796,,16,163,,,,,,,,
16,872,16,2514,,16,124,,,,,,,,
16,1283,16,1790,,16,351,,,,,,,,
16,907,16,1181,,16,430,,,,,,,,
16,1064,16,1945,,16,432,,,,,,,,
16,821,16,1019,,16,118,,,,,,,,
16,1188,16,1042,,16,324,,,,,,,,
16,872,16,1041,,16,325,,,,,,,,
16,831,16,1778,,16,309,,,,,,,,
16,738,16,753,,16,135,,,,,,,,
16,744,16,687,,16,273,,,,,,,,
16,929,18,1883,,16,66,,,,,,,,
16,951,16,931,,16,313,,,,,,,,
16,966,16,936,,16,86,,,,,,,,
16,1061,16,575,,16,257,,,,,,,,
16,994,16,2703,,16,316,,,,,,,,
16,898,16,1032,,16,351,,,,,,,,
16,732,16,876,,16,253,,,,,,,,
16,775,16,693,,16,62,,,,,,,,
16,826,16,1227,,16,481,,,,,,,,
16,937,16,1583,,16,370,,,,,,,,
16,835,16,1948,,16,329,,,,,,,,
16,750,16,921,,16,195,,,,,,,,
16,1011,16,977,,16,216,,,,,,,,
16,718,16,864,,16,317,,,,,,,,
16,925,16,2479,,16,359,,,,,,,,
16,1194,16,1285,,16,331,,,,,,,,
16,976,16,1291,,16,421,,,,,,,,
16,750,16,1372,,16,112,,,,,,,,
16,641,16,822,,16,368,,,,,,,,
16,1178,16,2026,,16,343,,,,,,,,
16,890,16,2023,,16,329,,,,,,,,
16,1169,16,1428,,16,211,,,,,,,,
16,775,16,942,,16,161,,,,,,,,
16,858,18,1370,,16,332,,,,,,,,
16,787,16,675,,16,213,,,,,,,,
16,766,18,1828,,16,234,,,,,,,,
16,811,16,2315,,16,280,,,,,,,,
16,718,16,1220,,16,248,,,,,,,,
16,732,16,614,,16,189,,,,,,,,
16,1111,16,1118,,16,176,,,,,,,,
16,833,16,1107,,16,311,,,,,,,,
16,779,16,1560,,16,231,,,,,,,,
16,1096,16,1699,,16,192,,,,,,,,
16,916,16,1865,,16,298,,,,,,,,
16,732,16,1203,,16,290,,,,,,,,
16,661,16,775,,16,56,,,,,,,,
16,1103,16,1431,,16,382,,,,,,,,
16,997,16,1129,,16,319,,,,,,,,
16,853,16,1333,,16,366,,,,,,,,
16,989,16,2118,,16,211,,,,,,,,
16,770,16,1231,,16,344,,,,,,,,
16,725,16,2344,,16,180,,,,,,,,
16,750,16,859,,16,304,,,,,,,,
16,870,16,1030,,16,404,,,,,,,,
16,721,16,1870,,16,132,,,,,,,,
16,712,16,1673,,16,299,,,,,,,,
16,767,16,1487,,16,237,,,,,,,,
16,756,16,1453,,16,264,,,,,,,,
16,823,16,1522,,16,426,,,,,,,,
16,807,18,1876,,16,338,,,,,,,,
16,953,16,1598,,16,433,,,,,,,,
16,1100,16,805,,16,349,,,,,,,,
16,802,16,2658,,16,444,,,,,,,,
16,832,16,1584,,16,178,,,,,,,,
16,935,16,1439,,16,223,,,,,,,,
16,936,16,947,,16,339,,,,,,,,
16,1063,18,2195,,16,284,,,,,,,,
18,1822,18,1580,,18,298,,,,,,,,
18,2014,20,3935,,18,743,,,,,,,,
18,1774,18,2566,,18,646,,,,,,,,
18,1806,18,2450,,18,643,,,,,,,,
18,2246,20,4652,,18,769,,,,,,,,
18,2141,18,3321,,18,601,,,,,,,,
18,2094,18,2837,,18,363,,,,,,,,
18,1514,18,1231,,18,435,,,,,,,,
18,2179,18,4305,,18,541,,,,,,,,
18,2378,18,2949,,18,222,,,,,,,,
18,2210,18,2072,,18,906,,,,,,,,
18,2136,18,2316,,18,399,,,,,,,,
18,2782,18,3517,,18,787,,,,,,,,
18,2523,18,4686,,18,467,,,,,,,,
18,2082,18,1938,,18,316,,,,,,,,
18,2040,18,2100,,18,93,,,,,,,,
18,1584,20,3384,,18,458,,,,,,,,
18,2650,18,2785,,18,1497,,,,,,,,
18,1709,18,2740,,18,337,,,,,,,,
18,2017,18,1800,,18,279,,,,,,,,
18,1868,18,1558,,18,259,,,,,,,,
18,1871,18,3028,,18,838,,,,,,,,
18,1893,18,2046,,18,192,,,,,,,,
18,1945,20,3339,,18,363,,,,,,,,
18,2194,18,1151,,18,227,,,,,,,,
18,1901,18,2315,,18,509,,,,,,,,
18,2269,18,3843,,18,461,,,,,,,,
18,2434,18,1845,,18,666,,,,,,,,
18,2131,20,8451,,18,552,,,,,,,,
18,1885,20,6773,,18,738,,,,,,,,
18,1754,18,996,,18,170,,,,,,,,
18,2500,18,1797,,18,216,,,,,,,,
18,2046,20,5472,,18,466,,,,,,,,
18,1724,20,2644,,18,308,,,,,,,,
18,2772,18,4011,,18,878,,,,,,,,
18,2770,18,3639,,18,862,,,,,,,,
18,2004,18,1631,,18,435,,,,,,,,
18,2200,18,1927,,18,636,,,,,,,,
18,2497,18,4180,,18,1155,,,,,,,,
18,1788,18,1675,,18,274,,,,,,,,
18,2296,18,2169,,18,1181,,,,,,,,
18,2090,20,3591,,18,677,,,,,,,,
18,1828,18,2292,,18,867,,,,,,,,
18,1973,18,2277,,18,607,,,,,,,,
18,2001,18,2386,,18,662,,,,,,,,
18,2121,18,1781,,18,202,,,,,,,,
18,1994,20,2732,,18,358,,,,,,,,
18,2000,20,4770,,18,403,,,,,,,,
18,2637,20,4427,,18,363,,,,,,,,
18,1576,18,3727,,18,139,,,,,,,,
18,1808,18,3717,,18,363,,,,,,,,
18,1775,18,1740,,18,162,,,,,,,,
18,2023,18,2123,,18,476,,,,,,,,
18,2989,18,3377,,18,977,,,,,,,,
18,1613,18,1706,,18,471,,,,,,,,
18,2899,18,1906,,18,603,,,,,,,,
18,1540,18,1183,,18,166,,,,,,,,
18,2068,18,2212,,18,363,,,,,,,,
18,1399,20,2510,,18,69,,,,,,,,
18,2629,18,2072,,18,337,,,,,,,,
18,1572,18,1904,,18,124,,,,,,,,
18,2102,20,4978,,18,363,,,,,,,,
18,1702,18,1690,,18,296,,,,,,,,
18,1668,18,2275,,18,741,,,,,,,,
18,1429,18,1837,,18,454,,,,,,,,
18,1496,18,1609,,18,580,,,,,,,,
18,2912,18,2613,,18,783,,,,,,,,
18,3086,20,6043,,18,1095,,,,,,,,
18,2433,18,2504,,18,363,,,,,,,,
18,2210,18,1437,,18,321,,,,,,,,
18,2000,18,3772,,18,367,,,,,,,,
18,2135,18,1830,,18,527,,,,,,,,
18,1562,18,1605,,18,141,,,,,,,,
18,1460,18,2503,,18,459,,,,,,,,
18,2158,18,1609,,18,487,,,,,,,,
18,1596,18,2087,,18,722,,,,,,,,
18,2263,18,4179,,18,343,,,,,,,,
18,2066,18,1773,,18,137,,,,,,,,
18,1488,18,1506,,18,298,,,,,,,,
18,1907,18,1294,,18,194,,,,,,,,
18,1621,18,2311,,18,534,,,,,,,,
18,2331,18,4698,,18,593,,,,,,,,
18,1430,18,1095,,18,80,,,,,,,,
18,1878,18,1472,,18,423,,,,,,,,
18,1514,18,3461,,18,477,,,,,,,,
18,2154,18,2727,,18,638,,,,,,,,
18,2191,18,2487,,18,541,,,,,,,,
18,1954,18,2709,,18,680,,,,,,,,
18,2279,18,3438,,18,1101,,,,,,,,
18,2489,18,2664,,18,1090,,,,,,,,
18,2024,18,2191,,18,368,,,,,,,,
18,2152,18,2138,,18,871,,,,,,,,
18,1874,18,3002,,18,78,,,,,,,,
18,2050,18,2792,,18,882,,,,,,,,
18,1698,18,3316,,18,626,,,,,,,,
18,1705,18,1306,,18,363,,,,,,,,
18,1848,18,4855,,18,631,,,,,,,,
18,2239,20,6418,,18,449,,,,,,,,
18,2253,18,3371,,18,872,,,,,,,,
18,1975,18,3329,,18,74,,,,,,,,
20,2841,20,5998,,20,206,,,,,,,,
20,3842,20,3159,,20,682,,,,,,,,
20,3800,20,3368,,20,110,,,,,,,,
20,4694,20,5991,,20,915,,,,,,,,
20,6732,20,6755,,20,1626,,,,,,,,
20,4636,20,9304,,20,561,,,,,,,,
20,4280,20,4501,,20,810,,,,,,,,
20,5927,20,6326,,20,491,,,,,,,,
20,5835,20,7658,,20,1047,,,,,,,,
20,4168,20,2701,,20,620,,,,,,,,
20,4586,20,2951,,20,601,,,,,,,,
20,3930,20,6536,,20,676,,,,,,,,
20,3586,22,8210,,20,1212,,,,,,,,
20,4670,20,4814,,20,506,,,,,,,,
20,4725,20,5843,,20,859,,,,,,,,
20,5470,20,3933,,20,402,,,,,,,,
20,3280,20,3411,,20,566,,,,,,,,
20,2851,20,2726,,20,297,,,,,,,,
20,5139,20,4051,,20,1058,,,,,,,,
20,5037,20,4259,,20,676,,,,,,,,
20,4189,22,6232,,20,676,,,,,,,,
20,2923,20,5279,,20,676,,,,,,,,
20,6258,20,3931,,20,1672,,,,,,,,
20,3212,20,2543,,20,444,,,,,,,,
20,5153,20,4973,,20,1240,,,,,,,,
20,4471,20,3207,,20,1001,,,,,,,,
20,4907,20,2926,,20,796,,,,,,,,
20,5921,20,4950,,20,1764,,,,,,,,
20,6400,22,11192,,20,700,,,,,,,,
20,3598,20,5154,,20,387,,,,,,,,
20,5745,20,3747,,20,486,,,,,,,,
20,4578,20,5991,,20,855,,,,,,,,
20,3998,20,2831,,20,514,,,,,,,,
20,6319,20,5839,,20,543,,,,,,,,
20,4279,20,7631,,20,250,,,,,,,,
20,6069,20,10489,,20,908,,,,,,,,
20,6191,20,6278,,20,2541,,,,,,,,
20,4728,20,5994,,20,1016,,,,,,,,
20,5243,22,7089,,20,1091,,,,,,,,
20,4897,20,4366,,20,503,,,,,,,,
20,3953,20,2811,,20,291,,,,,,,,
20,4448,20,3700,,20,408,,,,,,,,
20,4644,20,4808,,20,564,,,,,,,,
20,5922,20,7105,,20,936,,,,,,,,
20,6479,20,6348,,20,1334,,,,,,,,
20,3944,20,6800,,20,1097,,,,,,,,
20,3894,20,2788,,22,1063,,,,,,,,
20,4924,20,9235,,20,715,,,,,,,,
20,4820,22,7433,,20,772,,,,,,,,
20,5595,20,7565,,20,988,,,,,,,,
20,3680,20,5747,,20,666,,,,,,,,
20,6419,20,8619,,20,1005,,,,,,,,
20,4293,22,8778,,20,829,,,,,,,,
20,5698,20,6654,,20,1106,,,,,,,,
20,5307,20,5563,,20,1224,,,,,,,,
20,6091,20,6352,,20,932,,,,,,,,
20,5104,20,12102,,20,676,,,,,,,,
20,5859,20,5454,,20,940,,,,,,,,
20,5749,20,6551,,20,1909,,,,,,,,
20,4931,20,12678,,20,1576,,,,,,,,
20,5270,20,8741,,20,1059,,,,,,,,
20,6096,20,4392,,20,676,,,,,,,,
20,3453,20,4437,,20,676,,,,,,,,
20,4567,20,4135,,20,1084,,,,,,,,
20,4959,20,3944,,20,694,,,,,,,,
20,5108,20,3662,,20,762,,,,,,,,
20,5969,20,6286,,20,693,,,,,,,,
20,4033,20,2699,,20,676,,,,,,,,
20,5745,20,5378,,20,776,,,,,,,,
20,4142,20,7010,,20,591,,,,,,,,
20,4512,20,9160,,20,612,,,,,,,,
20,4862,20,4794,,20,1519,,,,,,,,
20,5909,20,8931,,20,1658,,,,,,,,
20,6330,20,6181,,20,1222,,,,,,,,
20,4681,20,6114,,20,435,,,,,,,,
20,6535,20,6131,,20,1872,,,,,,,,
20,3911,22,6072,,20,466,,,,,,,,
20,5218,20,4115,,20,459,,,,,,,,
20,5622,20,4027,,20,489,,,,,,,,
20,5169,20,3898,,20,951,,,,,,,,
20,5774,20,6004,,20,734,,,,,,,,
20,5864,20,8917,,20,1565,,,,,,,,
20,5884,20,5569,,20,1403,,,,,,,,
20,4620,20,2583,,20,543,,,,,,,,
20,4026,20,5661,,20,1126,,,,,,,,
20,4989,20,3798,,20,964,,,,,,,,
20,3961,20,4769,,20,450,,,,,,,,
20,4211,20,5494,,20,1036,,,,,,,,
20,5468,20,4207,,20,863,,,,,,,,
20,3944,20,6800,,20,1097,,,,,,,,
20,5998,20,3990,,20,791,,,,,,,,
20,4121,20,7342,,20,707,,,,,,,,
20,4375,20,3353,,20,376,,,,,,,,
20,3866,20,3617,,20,490,,,,,,,,
20,6134,20,6743,,20,1627,,,,,,,,
20,4318,20,5955,,20,1191,,,,,,,,
20,6372,20,9655,,20,1013,,,,,,,,
20,5708,20,7612,,20,923,,,,,,,,
20,3744,20,3664,,20,337,,,,,,,,
20,5761,20,5366,,20,874,,,,,,,,
